C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,kontrolka,,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,
3.21,2.52,0.03,0,0,0.98,0,2.08,6,0,0,1,0,99,0,0,AF,0.126630,6.206275,5.06653,0.58363,100.0000,0.03175,0.000110,112.01492,0,6,5,1,89,0,0,100,,0.126630,6.206275,5.06653,0.58363,100.0000,0.03175,0.000110,112.01492
3.21,2.52,0.03,0,0,0.98,0,2.08,12,0,0,2,0,98,0,0,AF,0.103976,5.938878,4.07745,0.46141,100.0000,0.03106,0.000137,110.61291,0,5,4,0,90,0,0,100,,0.103976,5.938878,4.07745,0.46141,100.0000,0.03106,0.000137,110.61291
3.21,2.52,0.03,0,0,0.98,0,2.08,24,0,0,3,0,97,0,0,AF,0.055402,5.163971,3.42770,0.27694,100.0000,0.02905,0.000271,108.95334,0,5,3,0,92,0,0,100,,0.055402,5.163971,3.42770,0.27694,100.0000,0.02905,0.000271,108.95334
3.25,2.4,0.04,0,0,1.89,0,2.03,3,0,0,38,0,62,0,0,AF,0.030130,4.072674,5.73282,0.40342,100.0000,0.04390,0.000950,110.28390,0,4,5,0,91,0,0,100,,0.030130,4.072674,5.73282,0.40342,100.0000,0.04390,0.000950,110.28390
3.25,2.4,0.04,0,0,1.89,0,2.03,6,0,6,12,0,82,0,0,AF,0.027609,3.930125,4.08589,0.32933,100.0000,0.04399,0.001073,108.41802,0,4,4,0,92,0,0,100,,0.027609,3.930125,4.08589,0.32933,100.0000,0.04399,0.001073,108.41802
3.25,2.4,0.04,0,0,1.89,0,2.03,12,0,1,5,0,94,0,0,AF,0.019252,3.530314,3.22452,0.22316,100.0000,0.04064,0.001498,107.03938,0,3,3,0,93,0,0,100,,0.019252,3.530314,3.22452,0.22316,100.0000,0.04064,0.001498,107.03938
3.25,2.4,0.04,0,0,1.89,0,2.03,24,0,1,4,0,95,0,0,AF,0.007957,2.807963,2.40718,0.10169,100.0000,0.03538,0.003617,105.36379,0,3,2,0,95,0,0,100,,0.007957,2.807963,2.40718,0.10169,100.0000,0.03538,0.003617,105.36379
3.41,2.42,0.03,0,0,1.23,0,1.48,3,0,20,5,0,75,0,0,AF,0.045065,3.749551,4.70875,0.40265,100.0000,0.03350,0.000549,108.94007,0,3,4,0,92,0,0,100,,0.045065,3.749551,4.70875,0.40265,100.0000,0.03350,0.000549,108.94007
3.41,2.42,0.03,0,0,1.23,0,1.48,6,0,5,3,0,92,0,0,AF,0.044164,3.624096,3.08347,0.32742,100.0000,0.03361,0.000599,107.11336,0,3,3,0,93,0,0,100,,0.044164,3.624096,3.08347,0.32742,100.0000,0.03361,0.000599,107.11336
3.41,2.42,0.03,0,0,1.23,0,1.48,12,0,4,2,0,94,0,0,AF,0.034255,3.255605,2.33235,0.21993,100.0000,0.03042,0.000777,105.87334,0,3,2,0,94,0,0,100,,0.034255,3.255605,2.33235,0.21993,100.0000,0.03042,0.000777,105.87334
3.41,2.42,0.03,0,0,1.23,0,1.48,24,2,4,2,4,88,0,0,AF,0.018297,2.678496,1.71853,0.09598,100.0000,0.02534,0.001545,104.53820,0,3,2,0,96,0,0,100,,0.018297,2.678496,1.71853,0.09598,100.0000,0.02534,0.001545,104.53820
3.82,2.4,0.03,0,0,2.9,0,1.6,3,0,0,1,0,99,0,0,AF,0.001256,1.083875,4.98865,0.32358,100.0000,0.16602,0.198580,106.76196,0,1,5,0,94,0,0,100,,0.001256,1.083875,4.98865,0.32358,100.0000,0.16602,0.198580,106.76196
3.82,2.4,0.03,0,0,2.9,0,1.6,6,0,2,2,0,96,0,0,AF,0.001206,1.090332,3.40606,0.25595,100.0000,0.16403,0.213189,105.13077,0,1,3,0,95,0,0,100,,0.001206,1.090332,3.40606,0.25595,100.0000,0.16403,0.213189,105.13077
3.82,2.4,0.03,0,0,2.9,0,1.6,12,0,4,3,0,93,0,0,AF,0.000940,1.081523,2.72560,0.16262,100.0000,0.14234,0.248578,104.36160,0,1,3,0,96,0,0,100,,0.000940,1.081523,2.72560,0.16262,100.0000,0.14234,0.248578,104.36160
3.82,2.4,0.03,0,0,2.9,0,1.6,24,0,5,3,0,92,0,0,AF,0.000577,1.136730,2.19881,0.06462,100.0000,0.10354,0.313789,103.81806,0,1,2,0,96,0,0,100,,0.000577,1.136730,2.19881,0.06462,100.0000,0.10354,0.313789,103.81806
3.64,2.42,0.03,0,0,0,0,2.44,3,0,36,37,0,27,0,0,AP,0.130560,6.266265,46.27979,0.99723,100.0000,0.01358,0.000022,153.68744,0,4,30,1,65,0,0,100,,0.130560,6.266265,46.27979,0.99723,100.0000,0.01358,0.000022,153.68744
3.64,2.42,0.03,0,0,0,0,2.44,6,3,12,8,0,77,0,0,AF,0.265286,7.296475,14.49746,0.86128,100.0000,0.02192,0.000019,122.94244,0,6,12,1,81,0,0,100,,0.265286,7.296475,14.49746,0.86128,100.0000,0.02192,0.000019,122.94244
3.64,2.42,0.03,0,0,0,0,2.44,12,5,8,6,0,81,0,0,AF,0.362353,7.960012,5.11672,0.76075,100.0000,0.02792,0.000019,114.22778,0,7,4,1,88,0,0,100,,0.362353,7.960012,5.11672,0.76075,100.0000,0.02792,0.000019,114.22778
3.64,2.42,0.03,0,0,0,0,2.44,24,6,11,8,0,75,0,0,AF,0.305457,8.209698,4.84530,0.64910,100.0000,0.02835,0.000024,114.03793,0,7,4,1,88,0,0,100,,0.305457,8.209698,4.84530,0.64910,100.0000,0.02835,0.000024,114.03793
3.37,2.39,0.04,0,0,4.94,0,2.27,3,0,4,31,0,60,0,5,AF,0.000044,1.513756,8.08186,0.12994,100.0000,0.35651,4.585057,114.66716,0,1,7,0,87,0,4,100,,0.000044,1.513756,8.08186,0.12994,100.0000,0.35651,4.585057,114.66716
3.37,2.39,0.04,0,0,4.94,0,2.27,6,0,4,8,0,83,0,5,AF,0.000039,1.545049,7.71263,0.11535,100.0000,0.35258,4.634978,114.36063,0,1,7,0,87,0,4,100,,0.000039,1.545049,7.71263,0.11535,100.0000,0.35258,4.634978,114.36063
3.37,2.39,0.04,0,0,4.94,0,2.27,12,0,3,8,0,84,0,5,AF,0.000031,1.605299,7.58563,0.09187,100.0000,0.33600,4.706860,114.32569,0,1,7,0,87,0,4,100,,0.000031,1.605299,7.58563,0.09187,100.0000,0.33600,4.706860,114.32569
3.37,2.39,0.04,0,0,4.94,0,2.27,24,0,3,7,0,85,0,5,AF,0.000022,1.738854,7.36479,0.05931,100.0000,0.29213,4.772713,114.22782,0,2,6,0,88,0,4,100,,0.000022,1.738854,7.36479,0.05931,100.0000,0.29213,4.772713,114.22782
2.98,2.51,0.05,0,0,0,0.97,1.91,3,0,10,17,0,73,0,0,AF,0.217887,7.288736,7.56762,0.74713,100.0000,0.02622,0.000042,115.84763,0,6,7,1,86,0,0,100,,0.217887,7.288736,7.56762,0.74713,100.0000,0.02622,0.000042,115.84763
2.98,2.51,0.05,0,0,0,0.97,1.91,6,1,1,4,0,94,0,0,AF,0.231542,7.432727,5.07547,0.68573,100.0000,0.02812,0.000044,113.45363,0,7,4,1,88,0,0,100,,0.231542,7.432727,5.07547,0.68573,100.0000,0.02812,0.000044,113.45363
2.98,2.51,0.05,0,0,0,0.97,1.91,12,1,1,4,0,94,0,0,AF,0.203177,7.356911,4.35232,0.59229,100.0000,0.02813,0.000052,112.53288,0,7,4,1,89,0,0,100,,0.203177,7.356911,4.35232,0.59229,100.0000,0.02813,0.000052,112.53288
2.98,2.51,0.05,0,0,0,0.97,1.91,24,2,1,4,0,93,0,0,AF,0.129108,6.939061,4.01924,0.42270,100.0000,0.02742,0.000090,111.53761,0,6,4,0,90,0,0,100,,0.129108,6.939061,4.01924,0.42270,100.0000,0.02742,0.000090,111.53761
3.31,2.47,0.04,0,0,0,1.44,1.83,3,0,0,0,0,100,0,0,AF,0.175032,6.749238,11.74038,0.77039,100.0000,0.02980,0.000036,119.46488,0,6,10,1,84,0,0,100,,0.175032,6.749238,11.74038,0.77039,100.0000,0.02980,0.000036,119.46488
3.31,2.47,0.04,0,0,0,1.44,1.83,6,0,0,1,0,99,0,0,AF,0.207833,7.013156,5.96153,0.69278,100.0000,0.03427,0.000036,113.90961,0,6,5,1,88,0,0,100,,0.207833,7.013156,5.96153,0.69278,100.0000,0.03427,0.000036,113.90961
3.31,2.47,0.04,0,0,0,1.44,1.83,12,0,0,2,0,98,0,0,AF,0.190552,6.945600,4.56330,0.59055,100.0000,0.03511,0.000042,112.32516,0,6,4,1,89,0,0,100,,0.190552,6.945600,4.56330,0.59055,100.0000,0.03511,0.000042,112.32516
3.31,2.47,0.04,0,0,0,1.44,1.83,24,0,0,2,0,98,0,0,AF,0.123027,6.440828,4.13688,0.41446,100.0000,0.03443,0.000070,111.14970,0,6,4,0,90,0,0,100,,0.123027,6.440828,4.13688,0.41446,100.0000,0.03443,0.000070,111.14970
3.57,2.49,0.02,0,0,0,1.93,1.77,3,0,0,4,0,96,0,0,AF,0.131673,6.325410,18.15037,0.86223,100.0000,0.03626,0.000034,125.50598,0,5,14,1,80,0,0,100,,0.131673,6.325410,18.15037,0.86223,100.0000,0.03626,0.000034,125.50598
3.57,2.49,0.02,0,0,0,1.93,1.77,6,0,0,2,0,98,0,0,AF,0.175191,6.704315,7.26491,0.75860,100.0000,0.04469,0.000033,114.94774,0,6,6,1,87,0,0,100,,0.175191,6.704315,7.26491,0.75860,100.0000,0.04469,0.000033,114.94774
3.57,2.49,0.02,0,0,0,1.93,1.77,12,0,0,1,0,99,0,0,AF,0.168619,6.650857,4.85783,0.63671,100.0000,0.04683,0.000038,112.36088,0,6,4,1,89,0,0,100,,0.168619,6.650857,4.85783,0.63671,100.0000,0.04683,0.000038,112.36088
3.57,2.49,0.02,0,0,0,1.93,1.77,24,0,0,0,0,100,0,0,AF,0.109589,6.046856,4.25934,0.44029,100.0000,0.04566,0.000060,110.90180,0,5,4,0,90,0,0,100,,0.109589,6.046856,4.25934,0.44029,100.0000,0.04566,0.000060,110.90180
3.37,2.39,0.06,0,0,0,2.17,1.7,3,0,0,8,2,90,0,0,AF,0.141063,6.583446,12.00259,0.68772,100.0000,0.03734,0.000039,119.45220,0,6,10,1,84,0,0,100,,0.141063,6.583446,12.00259,0.68772,100.0000,0.03734,0.000039,119.45220
3.37,2.39,0.06,0,0,0,2.17,1.7,6,0,0,2,0,98,0,0,AF,0.164204,6.808761,6.20158,0.61151,100.0000,0.04262,0.000040,113.82872,0,6,5,1,88,0,0,100,,0.164204,6.808761,6.20158,0.61151,100.0000,0.04262,0.000040,113.82872
3.37,2.39,0.06,0,0,0,2.17,1.7,12,0,0,1,0,99,0,0,AF,0.145825,6.682655,4.74746,0.50724,100.0000,0.04357,0.000049,112.12680,0,6,4,0,89,0,0,100,,0.145825,6.682655,4.74746,0.50724,100.0000,0.04357,0.000049,112.12680
3.37,2.39,0.06,0,0,0,2.17,1.7,24,0,0,3,4,93,0,0,AF,0.087876,6.061580,4.23647,0.33328,100.0000,0.04302,0.000087,110.76231,0,5,4,0,90,0,0,100,,0.087876,6.061580,4.23647,0.33328,100.0000,0.04302,0.000087,110.76231
3.66,2.49,0.04,0,0,0,2.47,1.8,3,0,3,34,3,60,0,0,AF,0.107041,6.400401,23.82564,0.89736,100.0000,0.04007,0.000035,131.27054,0,5,18,1,76,0,0,100,,0.107041,6.400401,23.82564,0.89736,100.0000,0.04007,0.000035,131.27054
3.66,2.49,0.04,0,0,0,2.47,1.8,6,0,6,16,3,75,0,0,AF,0.152214,6.899740,8.66566,0.77977,100.0000,0.05156,0.000034,116.54898,0,6,7,1,86,0,0,100,,0.152214,6.899740,8.66566,0.77977,100.0000,0.05156,0.000034,116.54898
3.66,2.49,0.04,0,0,0,2.47,1.8,12,0,3,3,3,91,0,0,AF,0.150500,6.937390,5.36160,0.64958,100.0000,0.05506,0.000038,113.15416,0,6,5,1,88,0,0,100,,0.150500,6.937390,5.36160,0.64958,100.0000,0.05506,0.000038,113.15416
3.66,2.49,0.04,0,0,0,2.47,1.8,24,0,2,4,3,91,0,0,AF,0.096786,6.415215,4.73595,0.44836,100.0000,0.05374,0.000061,111.75011,0,6,4,0,89,0,0,100,,0.096786,6.415215,4.73595,0.44836,100.0000,0.05374,0.000061,111.75011
3.2,2.38,0.04,0,0,0,2.73,1.81,3,0,1,33,2,64,0,0,AF,0.158734,7.001061,9.02560,0.68397,100.0000,0.03421,0.000044,116.90362,0,6,8,1,86,0,0,100,,0.158734,7.001061,9.02560,0.68397,100.0000,0.03421,0.000044,116.90362
3.2,2.38,0.04,0,0,0,2.73,1.81,6,0,2,16,3,79,0,0,AF,0.170336,7.155556,5.67072,0.61883,100.0000,0.03714,0.000046,113.65263,0,6,5,1,88,0,0,100,,0.170336,7.155556,5.67072,0.61883,100.0000,0.03714,0.000046,113.65263
3.2,2.38,0.04,0,0,0,2.73,1.81,12,0,3,4,4,89,0,0,AF,0.145945,7.049806,4.72752,0.52205,100.0000,0.03732,0.000056,112.48270,0,6,4,0,89,0,0,100,,0.145945,7.049806,4.72752,0.52205,100.0000,0.03732,0.000056,112.48270
3.2,2.38,0.04,0,0,0,2.73,1.81,24,0,3,3,5,89,0,0,AF,0.086166,6.541332,4.32402,0.35473,100.0000,0.03673,0.000103,111.34309,0,6,4,0,90,0,0,100,,0.086166,6.541332,4.32402,0.35473,100.0000,0.03673,0.000103,111.34309
4.24,2.35,0.03,0,0,1.02,0,1.4,3,0,20,20,0,60,0,0,AF,0.101363,7.860315,45.61417,0.10250,100.0000,0.05150,0.000058,153.72990,0,5,30,0,65,0,0,100,,0.101363,7.860315,45.61417,0.10250,100.0000,0.05150,0.000058,153.72990
4.24,2.35,0.03,0,0,1.02,0,1.4,6,0,12,12,0,76,0,0,AF,0.184681,8.851386,17.88308,0.07023,100.0000,0.07336,0.000054,127.06280,0,7,14,0,79,0,0,100,,0.184681,8.851386,17.88308,0.07023,100.0000,0.07336,0.000054,127.06280
4.24,2.35,0.03,0,0,1.02,0,1.4,12,0,10,6,0,84,0,0,AF,0.224118,9.097223,8.43912,0.03734,100.0000,0.08073,0.000058,117.87859,0,8,7,0,85,0,0,100,,0.224118,9.097223,8.43912,0.03734,100.0000,0.08073,0.000058,117.87859
4.24,2.35,0.03,0,0,1.02,0,1.4,24,0,12,5,0,83,0,0,AF,0.177853,8.392819,6.96222,0.01067,100.0000,0.07420,0.000088,115.61785,0,7,6,0,86,0,0,100,,0.177853,8.392819,6.96222,0.01067,100.0000,0.07420,0.000088,115.61785
3.95,2.12,0.04,0,0,2.05,0,1.39,3,0,0,18,0,82,0,0,AF,0.027503,2.979035,13.82424,0.00723,100.0000,0.12951,0.001092,116.96862,0,3,12,0,85,0,0,100,,0.027503,2.979035,13.82424,0.00723,100.0000,0.12951,0.001092,116.96862
3.95,2.12,0.04,0,0,2.05,0,1.39,6,0,0,6,0,94,0,0,AF,0.031406,3.028387,7.46786,0.00480,100.0000,0.14375,0.001134,110.67734,0,3,7,0,90,0,0,100,,0.031406,3.028387,7.46786,0.00480,100.0000,0.14375,0.001134,110.67734
3.95,2.12,0.04,0,0,2.05,0,1.39,12,0,0,3,0,97,0,0,AF,0.027967,2.920433,5.74266,0.00221,100.0000,0.14378,0.001361,108.83841,0,3,5,0,92,0,0,100,,0.027967,2.920433,5.74266,0.00221,100.0000,0.14378,0.001361,108.83841
3.95,2.12,0.04,0,0,2.05,0,1.39,24,0,0,2,0,98,0,0,AF,0.019342,2.822992,5.45036,0.00047,100.0000,0.14428,0.002200,108.43964,0,3,5,0,92,0,0,100,,0.019342,2.822992,5.45036,0.00047,100.0000,0.14428,0.002200,108.43964
3.44,2.68,0.04,0,0,1.49,0,1.7,3,0,15,13,0,72,0,0,AF,0.024050,3.982670,5.64154,2.15995,100.0000,0.03409,0.003010,111.84531,0,4,5,2,89,0,0,100,,0.024050,3.982670,5.64154,2.15995,100.0000,0.03409,0.003010,111.84531
3.44,2.68,0.04,0,0,1.49,0,1.7,6,0,6,4,0,90,0,0,AF,0.023592,3.874190,3.47502,1.79229,100.0000,0.03296,0.003184,109.20124,0,4,3,2,92,0,0,100,,0.023592,3.874190,3.47502,1.79229,100.0000,0.03296,0.003184,109.20124
3.44,2.68,0.04,0,0,1.49,0,1.7,12,0,5,3,0,92,0,0,AF,0.017929,3.512352,2.43707,1.26841,100.0000,0.02698,0.003870,107.26661,0,3,2,1,93,0,0,100,,0.017929,3.512352,2.43707,1.26841,100.0000,0.02698,0.003870,107.26661
3.44,2.68,0.04,0,0,1.49,0,1.7,24,0,10,2,0,88,0,0,AF,0.009022,2.934330,1.54856,0.65052,100.0000,0.01783,0.006728,105.16699,0,3,1,1,95,0,0,100,,0.009022,2.934330,1.54856,0.65052,100.0000,0.01783,0.006728,105.16699
3.54,2.64,0.04,0,0,1.96,0,1.67,3,0,4,2,0,94,0,0,AF,0.007907,2.566491,5.14569,1.67056,100.0000,0.05532,0.018300,109.46427,0,2,5,2,91,0,0,100,,0.007907,2.566491,5.14569,1.67056,100.0000,0.05532,0.018300,109.46427
3.54,2.64,0.04,0,0,1.96,0,1.67,6,0,7,3,0,90,0,0,AF,0.007533,2.495944,3.29430,1.36327,100.0000,0.05302,0.019717,107.23378,0,2,3,1,93,0,0,100,,0.007533,2.495944,3.29430,1.36327,100.0000,0.05302,0.019717,107.23378
3.54,2.64,0.04,0,0,1.96,0,1.67,12,0,9,3,0,88,0,0,AF,0.005620,2.294833,2.35798,0.92955,100.0000,0.04302,0.023995,105.65499,0,2,2,1,95,0,0,100,,0.005620,2.294833,2.35798,0.92955,100.0000,0.04302,0.023995,105.65499
3.54,2.64,0.04,0,0,1.96,0,1.67,24,0,4,2,0,94,0,0,AF,0.002947,2.051853,1.54430,0.44424,100.0000,0.02752,0.037234,104.10810,0,2,1,0,96,0,0,100,,0.002947,2.051853,1.54430,0.44424,100.0000,0.02752,0.037234,104.10810
3.57,2.6,0.03,0,0,1.01,0,1.71,3,0,4,2,0,94,0,0,AF,0.067752,5.062334,9.32739,1.28231,100.0000,0.02915,0.000268,115.76920,0,4,8,1,86,0,0,100,,0.067752,5.062334,9.32739,1.28231,100.0000,0.02915,0.000268,115.76920
3.57,2.6,0.03,0,0,1.01,0,1.71,6,0,11,3,0,86,0,0,AF,0.076501,5.080951,4.48960,1.07737,100.0000,0.03145,0.000274,110.75615,0,5,4,1,90,0,0,100,,0.076501,5.080951,4.48960,1.07737,100.0000,0.03145,0.000274,110.75615
3.57,2.6,0.03,0,0,1.01,0,1.71,12,5,13,4,0,78,0,0,AF,0.063852,4.685252,3.02746,0.80055,100.0000,0.02873,0.000328,108.60617,0,4,3,1,92,0,0,100,,0.063852,4.685252,3.02746,0.80055,100.0000,0.02873,0.000328,108.60617
3.57,2.6,0.03,0,0,1.01,0,1.71,24,6,12,3,0,79,0,0,AF,0.033980,3.791097,2.11972,0.43763,100.0000,0.02287,0.000607,106.40590,0,4,2,0,94,0,0,100,,0.033980,3.791097,2.11972,0.43763,100.0000,0.02287,0.000607,106.40590
3.38,2.56,0.04,0,0,2.4,0,1.68,3,0,5,2,0,93,0,0,AF,0.002556,1.607722,4.12211,0.58836,100.0000,0.10142,0.092812,106.51499,0,2,4,1,94,0,0,100,,0.002556,1.607722,4.12211,0.58836,100.0000,0.10142,0.092812,106.51499
3.38,2.56,0.04,0,0,2.4,0,1.68,6,0,3,1,0,96,0,0,AF,0.002274,1.562535,3.16499,0.47422,100.0000,0.09570,0.102635,105.40236,0,1,3,0,95,0,0,100,,0.002274,1.562535,3.16499,0.47422,100.0000,0.09570,0.102635,105.40236
3.38,2.56,0.04,0,0,2.4,0,1.68,12,0,5,1,0,94,0,0,AF,0.001646,1.473558,2.50644,0.31153,100.0000,0.07988,0.126428,104.49948,0,1,2,0,96,0,0,100,,0.001646,1.473558,2.50644,0.31153,100.0000,0.07988,0.126428,104.49948
3.38,2.56,0.04,0,0,2.4,0,1.68,24,0,6,2,0,92,0,0,AF,0.000878,1.414316,1.83224,0.13767,100.0000,0.05472,0.184722,103.62454,0,1,2,0,97,0,0,100,,0.000878,1.414316,1.83224,0.13767,100.0000,0.05472,0.184722,103.62454
2.73,2.1,0.038,0.53,0,2.41,0,1.75,3,0,0,3,0,97,0,0,AF,0.000980,3.995293,4.73985,0.01490,100.0000,0.05091,0.082830,108.88477,0,4,4,0,92,0,0,100,,0.000980,3.995293,4.73985,0.01490,100.0000,0.05091,0.082830,108.88477
2.73,2.1,0.038,0.53,0,2.41,0,1.75,6,0,5,4,0,91,0,0,AF,0.000810,3.836823,4.19459,0.01227,100.0000,0.04878,0.099381,108.19265,0,4,4,0,92,0,0,100,,0.000810,3.836823,4.19459,0.01227,100.0000,0.04878,0.099381,108.19265
2.73,2.1,0.038,0.53,0,2.41,0,1.75,12,0,4,4,0,92,0,0,AF,0.000548,3.555034,3.66424,0.00846,100.0000,0.04491,0.143390,107.41658,0,3,3,0,93,0,0,100,,0.000548,3.555034,3.66424,0.00846,100.0000,0.04491,0.143390,107.41658
2.73,2.1,0.038,0.53,0,2.41,0,1.75,24,0,3,3,0,94,0,0,AF,0.000275,3.198480,3.11839,0.00428,100.0000,0.04018,0.281204,106.64282,0,3,3,0,94,0,0,100,,0.000275,3.198480,3.118395,0.004279,100.0000,0.040183,0.281204,106.64282
3.59,2.08,0.026,0.28,0,2.43,0,1.75,3,0,2,2,0,96,0,0,AF,0.005924,2.690987,5.756064,0.056787,100.0000,0.059743,0.006590,108.57609,0,2,5,0,92,0,0,100,,0.005924,2.690987,5.756064,0.056787,100.0000,0.059743,0.006590,108.57609
3.59,2.08,0.026,0.28,0,2.43,0,1.75,6,0,5,2,0,93,0,0,AF,0.005494,2.648971,3.776682,0.042536,100.0000,0.061415,0.007725,106.54282,0,2,4,0,94,0,0,100,,0.005494,2.648971,3.776682,0.042536,100.0000,0.061415,0.007725,106.54282
3.59,2.08,0.026,0.28,0,2.43,0,1.75,12,0,7,3,0,90,0,0,AF,0.003818,2.484276,3.043128,0.024474,100.0000,0.058339,0.011389,105.62542,0,2,3,0,95,0,0,100,,0.003818,2.484276,3.043128,0.024474,100.0000,0.058339,0.011389,105.62542
3.59,2.08,0.026,0.28,0,2.43,0,1.75,24,0,8,3,0,89,0,0,AF,0.001760,2.295759,2.725304,0.008095,100.0000,0.054461,0.026515,105.11189,0,2,3,0,95,0,0,100,,0.001760,2.295759,2.725304,0.008095,100.0000,0.054461,0.026515,105.11189
